Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR3428709,2019-07-12 08:35:55,2019-07-12 15:27:31,21885,6587385,0,301,3,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428709,ERX3452146,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569719,SAMEA5766169,simple,1263854,anaerobic digester metagenome,SAMEA5766169,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,7329634177009B00B35ED32B8DAD359E,A2D5CB0673BB948EC91CC35E21E7E5E1
ERR3428710,2019-07-12 08:35:55,2019-07-12 15:27:37,42028,12650428,0,301,6,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428710,ERX3452147,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569720,SAMEA5766170,simple,1263854,anaerobic digester metagenome,SAMEA5766170,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,3CAA5EF9FB9CBE4BEF5BAEC18489C3D9,D2ED9B616DE67DC7FA0DF330F3924434
ERR3428711,2019-07-12 08:35:55,2019-07-12 15:27:43,23437,7054537,0,301,3,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428711,ERX3452148,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569721,SAMEA5766171,simple,1263854,anaerobic digester metagenome,SAMEA5766171,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,D6BC59AFD4E7619429C9743E01AE34E2,7EDF850A793DC53E29D1C7A462B807AD
ERR3428712,2019-07-12 08:35:55,2019-07-12 15:27:49,59775,17992275,0,301,9,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428712,ERX3452149,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569722,SAMEA5766172,simple,1263854,anaerobic digester metagenome,SAMEA5766172,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,92B1BA067C222ED6652332E6B6C79FD5,DCA23588B9854068A34A8C7C3083D6DB
ERR3428713,2019-07-12 08:35:55,2019-07-12 15:27:56,33343,10036243,0,301,5,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428713,ERX3452150,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569723,SAMEA5766173,simple,1263854,anaerobic digester metagenome,SAMEA5766173,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,F9FF661F3B955D2EA490A691630B922A,49B9F66698C84ACE24C100C2DBACE4B8
ERR3428714,2019-07-12 08:35:55,2019-07-12 15:28:01,67512,20321112,0,301,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/ERR3428714/ERR3428714.1,ERX3452151,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569724,SAMEA5766174,simple,1263854,anaerobic digester metagenome,SAMEA5766174,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,F37D8546789B9EE0C55B4415A912E688,13E15B9EE23D452B177CC65184D9EBFF
ERR3428715,2019-07-12 08:35:55,2019-07-12 15:28:08,86718,26102118,0,301,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR3428715/ERR3428715.1,ERX3452152,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569725,SAMEA5766175,simple,1263854,anaerobic digester metagenome,SAMEA5766175,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,F99E0561AF30A850BCF2FA261C073402,0F9C6074DE076C07D22913A6B7ACF221
ERR3428716,2019-07-12 08:35:55,2019-07-12 15:28:14,63300,19053300,0,301,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR3428716/ERR3428716.1,ERX3452153,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569726,SAMEA5766176,simple,1263854,anaerobic digester metagenome,SAMEA5766176,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,599360F20D047EB497C671324232168D,6EC41548FCE1A22A5D1AD88207D5371B
ERR3428717,2019-07-12 08:35:55,2019-07-12 15:28:21,36040,10848040,0,301,5,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428717,ERX3452154,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569727,SAMEA5766177,simple,1263854,anaerobic digester metagenome,SAMEA5766177,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,E57721D1FAE29B1B0A313807EDF1CACE,0656D1D5133188994EA9C9400C1B8231
ERR3428718,2019-07-12 08:35:55,2019-07-12 15:28:26,80760,24308760,0,301,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR3428718/ERR3428718.1,ERX3452155,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569728,SAMEA5766178,simple,1263854,anaerobic digester metagenome,SAMEA5766178,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,FED4E658044035D0559DF7FB0153A789,F70364F4D0F8C7CC10857DE14B8FC396
ERR3428719,2019-07-12 08:35:55,2019-07-12 15:28:33,28711,8642011,0,301,4,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428719,ERX3452156,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569729,SAMEA5766179,simple,1263854,anaerobic digester metagenome,SAMEA5766179,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,0B87AC00CF0564AC11EE578CFA392290,14FCA7BAA717430B30A9F2E35E72B53B
ERR3428720,2019-07-12 08:35:55,2019-07-12 15:28:37,62404,18783604,0,301,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR3428720/ERR3428720.1,ERX3452157,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569730,SAMEA5766180,simple,1263854,anaerobic digester metagenome,SAMEA5766180,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,EA91D2203471ACC85C1AF76C1BE3E915,4E4A0BA1B758492E20917F27C5AD4CDF
ERR3428721,2019-07-12 08:35:55,2019-07-12 15:28:45,29229,8797929,0,301,4,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428721,ERX3452158,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569731,SAMEA5766181,simple,1263854,anaerobic digester metagenome,SAMEA5766181,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,F0D36AB04EA997664B13017C393DD721,C3C91076DC64B66AF795F5219FFE681F
ERR3428722,2019-07-12 08:35:55,2019-07-12 15:28:50,79744,24002944,0,301,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR3428722/ERR3428722.1,ERX3452159,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569732,SAMEA5766182,simple,1263854,anaerobic digester metagenome,SAMEA5766182,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,42E65D8663EA5FB82DD09F1EFDE084C0,DF034BF43EFF0D8C50193A51D1587338
ERR3428723,2019-07-12 08:35:55,2019-07-12 15:28:59,84031,25293331,0,301,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR3428723/ERR3428723.1,ERX3452160,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569733,SAMEA5766183,simple,1263854,anaerobic digester metagenome,SAMEA5766183,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,82AC2733D93287FF11C68F9A0CFE8C6C,4A54B16780AEEFEACA9B7A6F0CCE0054
ERR3428724,2019-07-12 08:35:55,2019-07-12 15:29:02,46761,14075061,0,301,7,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428724,ERX3452161,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569734,SAMEA5766184,simple,1263854,anaerobic digester metagenome,SAMEA5766184,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,BA503F47E53AAA7FBB35F243FB6E6FCC,CA4ABA9AAA3A918CF9F4375562B30198
ERR3428725,2019-07-12 08:35:55,2019-07-12 15:29:35,31465,9470965,0,301,5,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428725,ERX3452162,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569735,SAMEA5766185,simple,1263854,anaerobic digester metagenome,SAMEA5766185,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,D7F1E591C58FACDAD465F79FC8040132,958983FE577C55AE62A01F026E979ECC
ERR3428726,2019-07-12 08:35:55,2019-07-12 15:29:43,59348,17863748,0,301,9,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428726,ERX3452163,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569736,SAMEA5766186,simple,1263854,anaerobic digester metagenome,SAMEA5766186,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,886275A654D0A69E9615110B9810E639,169E7A525D888A5578A54C555002A62B
ERR3428727,2019-07-12 08:35:55,2019-07-12 15:29:48,30810,9273810,0,301,5,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428727,ERX3452164,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569737,SAMEA5766187,simple,1263854,anaerobic digester metagenome,SAMEA5766187,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,25294EE3B6280C13A56334A799D4750C,998B132CA8C9A68895BD252B1983B708
ERR3428728,2019-07-12 08:35:55,2019-07-12 15:29:56,46361,13954661,0,301,7,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428728,ERX3452165,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569738,SAMEA5766188,simple,1263854,anaerobic digester metagenome,SAMEA5766188,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,4990F13785C0360DABBF9BA3F6BAE524,3E5C9782D3BDFDD51423E52DB6628A5C
ERR3428729,2019-07-12 08:35:55,2019-07-12 15:30:01,25465,7664965,0,301,4,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428729,ERX3452166,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569739,SAMEA5766189,simple,1263854,anaerobic digester metagenome,SAMEA5766189,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,7B6357231BCE3DFBF8AE3CA2503E5858,1683865722C66B5D44A5E9E315DBA35B
ERR3428730,2019-07-12 08:35:55,2019-07-12 15:30:08,50916,15325716,0,301,8,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428730,ERX3452167,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569740,SAMEA5766190,simple,1263854,anaerobic digester metagenome,SAMEA5766190,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,03618B6CF973F4B2B0C32097CD896751,DD78446390E18C193ADE8F01BF0CC390
ERR3428731,2019-07-12 08:35:55,2019-07-12 15:30:13,83814,25228014,0,301,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR3428731/ERR3428731.1,ERX3452168,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569741,SAMEA5766191,simple,1263854,anaerobic digester metagenome,SAMEA5766191,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,90882C2F5434318718DE3F92D222CA7C,F4529A324B445765E422DA75F4FC2CEF
ERR3428732,2019-07-12 08:35:55,2019-07-12 15:30:21,41632,12531232,0,301,6,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428732,ERX3452169,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569742,SAMEA5766192,simple,1263854,anaerobic digester metagenome,SAMEA5766192,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,5A730AF736A833E9A2D8C224B63809FD,129C81BE4C97BBDA0B0C0EDFAA4C4D74
ERR3428733,2019-07-12 08:35:55,2019-07-12 15:30:27,19490,5866490,0,301,3,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428733,ERX3452170,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569743,SAMEA5766193,simple,1263854,anaerobic digester metagenome,SAMEA5766193,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,77BB814A03DE298C80591AA1CF71A21B,64609AF4A126C228EA9E118F954C41C8
ERR3428734,2019-07-12 08:35:55,2019-07-12 15:30:33,56711,17070011,0,301,9,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428734,ERX3452171,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569744,SAMEA5766194,simple,1263854,anaerobic digester metagenome,SAMEA5766194,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,1284DBA9687AD718379AF4BA0CB8F0D5,8359FB8B8A4FFD9BB9F6DC2BE77477D8
ERR3428735,2019-07-12 08:35:55,2019-07-12 15:30:41,17550,5282550,0,301,2,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428735,ERX3452172,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569745,SAMEA5766195,simple,1263854,anaerobic digester metagenome,SAMEA5766195,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,DCFC29F38A9FE5D3FCA74AE03EAE943A,12BE49C023FF66F5647A4EE19DECBE58
ERR3428736,2019-07-12 08:35:55,2019-07-12 15:30:46,60858,18318258,0,301,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR3428736/ERR3428736.1,ERX3452173,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569746,SAMEA5766196,simple,1263854,anaerobic digester metagenome,SAMEA5766196,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,7BA33575AF84A7C44D31C0D6E0655DF9,D8885D93065EBABE04C314CA63BA5215
ERR3428737,2019-07-12 08:35:55,2019-07-12 15:30:54,42822,12889422,0,301,6,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428737,ERX3452174,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569747,SAMEA5766197,simple,1263854,anaerobic digester metagenome,SAMEA5766197,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,EED1CC8A24DB7C6928FE91EC1D55A4CF,798C6DCEBD51894FEE0B95EDB0E58BD6
ERR3428738,2019-07-12 08:35:55,2019-07-12 15:30:59,67302,20257902,0,301,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/ERR3428738/ERR3428738.1,ERX3452175,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569748,SAMEA5766198,simple,1263854,anaerobic digester metagenome,SAMEA5766198,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,4D7EBE97C463A97FE4F70EE8DD4111F0,0BAAD03D0DA9EA6D32CB711BA94970B5
ERR3428739,2019-07-12 08:35:55,2019-07-12 15:31:07,76455,23012955,0,301,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR3428739/ERR3428739.1,ERX3452176,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569749,SAMEA5766199,simple,1263854,anaerobic digester metagenome,SAMEA5766199,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,16B571D37E04DB9F79570642A5F05D09,4F7BB63DA21EEAE970C29F51F9CDCFE1
ERR3428740,2019-07-12 08:35:55,2019-07-12 15:31:11,93886,28259686,0,301,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/ERR3428740/ERR3428740.1,ERX3452177,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569750,SAMEA5766200,simple,1263854,anaerobic digester metagenome,SAMEA5766200,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,244466948217ACB2AB3EFA80912DF919,CEB6E03F04B9DB94C1B7F59AEBFF0BCA
ERR3428741,2019-07-12 08:35:55,2019-07-12 15:31:19,32777,9865877,0,301,5,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428741,ERX3452178,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569751,SAMEA5766201,simple,1263854,anaerobic digester metagenome,SAMEA5766201,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,2F4981BF995BF7D7138C79C13E4291B8,DBE6FB935317250E54752E10896506D2
ERR3428742,2019-07-12 08:35:55,2019-07-12 15:31:24,70420,21196420,0,301,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/ERR3428742/ERR3428742.1,ERX3452179,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569752,SAMEA5766202,simple,1263854,anaerobic digester metagenome,SAMEA5766202,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,678CFABC0CF79C96CEBC04B0EF0569CA,718E94EF3FFE8FE3162C69151B031B25
